title,price,localisation,superficie,type d'immobilier,nb_pieces,nb_salle_de_bain,scraping_date,annonceur,link,description
Location appartement 4 pièces - 2 Plateaux Las Palmas,75 000 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",150 m2 m2,Appartements,4,3,2024-08-26 09:32:43,DIBY Christian,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-2-plateaux-las-palmas-4906354,"En vente aux 2pltx las palmas, un bel appartement de 4 pièces, de grandes chambres dont 2 ont douche wc séparé, la chambre principale autonome, un grand salon en l avec un balcon, une cuisine avec un dégagement et demie équipée.  documents administratifs: *acd* superficie: *150m²*  prix: *95.000.000 a débattre*  dernière: *75.000.000*"
Location appartements 4 pièces - Yopougon,225 000 CFA,"Yopougon, Abidjan, Côte d'Ivoire",70 m2,Appartements,4,2,2024-08-26 09:32:54,Sarl Interconfimo,https://ci.coinafrique.com/annonce/appartements/location-appartements-4-pieces-yopougon-4788718,"appartement neuf de 3 chambres, un salon, deux salle d'eau avec wc, une cuisine, une place de parking, un ascenseur, le tout dans une cité organisée et sécurisée.  appartement situé à un emplacement stratégque car proche du nouveau pont reliant la commune de yopougon à celle du plateau.  proche de toutes les commodités que offre la vile d'abdjan, nhésitez pas à nous contacter pour programmer une visite."
Location appartement 3 pièces haut standing - Cocody 2 Plateaux Les Perles,425 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",,Appartements,3,3,2024-08-26 09:33:03,Miss Kouassi La responsable Co,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-haut-standing-cocody-2-plateaux-les-perles-4874700,"Chap cocody 2 plateaux les perles 3 pcs : 425.000 f  nb : ""habitation ou bureau  des appartements de 3 haut standing à cocody 2 plateaux les perles. nouvelle construction. dans un bâtiment choco et sécurisé avec ascenseur. du rez de chaussée au 6ieme étage. prête à habiter. accès très facile et bitumé.  - ascenseur  - balcons dans les chambres  - parking interne  - chauffe eau  - les chambres autonomes  - dwc visiteur  - splits déjà installés  - camera de surveillance"
Location appartement 3 pièces - Plateau Centre,650 000 CFA,"Le plateau, Abidjan, Côte d'Ivoire",,Appartements,3,2,2024-08-26 09:33:14,Help Services,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-plateau-centre-4893307,Plateau centre appartement de 03 pièces en location au 2e étage contactez-nous pour plus d'infos
Location appartement 4 pièces - 2 Plateaux Les Perles,400 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",,Appartements,4,,2024-08-26 09:33:23,Ben,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-2-plateaux-les-perles-4911263,À louer apparts 04 pieces iiplateaux aghien  pharmacie les perles  5em étage   -3 chambres spacieuses autonomes et  lumineuses  -sécurité h24  -toilette visiteurs  -parking interne  -1salon lumineux et spacieux  -1 salle à manger  -cuisine moderne +buanderie  -des balcons  loyer_400.000 f condition :2-2-1
Location appartement 4 pièces avec piscine - Cocody 2 Plateau Les Vallon,1 600 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",120 m2 m2,Appartements,4,4,2024-08-26 09:33:37,Diarrassouba Vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-avec-piscine-cocody-2-plateau-les-vallon-4874632,"Sis: 2plateaux vallon.  chic_appart de 4pieces. - 01 salon et une salle à manger. - 03 chambres autonomes. - 01 chic cuisine. - 01 ascenseur.  - 01 salle de sport. - 01 piscine.  - 01 balcon. - 01 parking.  - facile d’accès, bitumé et sécurisé 24/24  -aéré ✅ -chauffe eau ✅ -service ménage partie commune un chic immeuble sécurisé, à proximité des supermarchés et pharmacies. loyer : 1.600.000 fcfa."
Location appartement 3pièces - Abidjan Plateaux,1 100 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",95 m2 m2,Appartements,3,3,2024-08-26 09:33:49,Diarrassouba Vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-3pieces-abidjan-plateaux-4864362,"Cote d'ivoire  abidjan plateaux non loin de la bad  appt 3 pièces  immeuble neuilly 8e étage.  sécurisé, ascenseur en parfait état sécurisé par des clés.   -2 chbres autonomes -2 balcons -1 salon -1 sam -interphone global et individuel -mini bar  (cave à vin) -cuissine européenne totalement equipee (frigo americain, gasiniere, micro onde, lave vaisselles, machine à café, ustensiles ….) -machine à laver  -1 parking sous sol -carrelage marbre (boticino) -toilettes visiteurs -volets roulants électriques (5)   pour l’entree du personnel  1 wc 1salle d’eau  prix 1.100.000 fcfa"
Location appartement 5 pièces - Plateau,2 200 000 CFA,"Le plateau, Abidjan, Côte d'Ivoire",250 m2,Appartements,5,4,2024-08-26 09:34:00,Esse assoa Stanislas,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-plateau-4874539,"Plateau grand appart de standing f5 disponible pour location au cœur d'abidjan au plateau dans un très bel immeuble réunissant les meilleures commodités. piscine, salle de sport, grand séjour lumineux, salle à manger, 4 grandes chambres autonomes et spacieuses, toilette visiteurs, cuisine moderne spacieuse et équipée de cuisiniére incrustée,un four,une hotte aspirante buanderie, balcon avec vue panoramique, aire de jeux (jardin) pour enfants, places de parking, conciergerie, sécurité h24... ps : visite possible uniquement sur rdv ferme ⚠️"
Location appartement 4 pièces - 2 Plateaux Zone Sococe,1 000 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",150 m2 m2,Appartements,4,4,2024-08-26 09:34:11,Diarrassouba Vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-2-plateaux-zone-sococe-4889373,À louer magnifique appartement spacieux propre lumineux de 4 pièces au 2eme étage situé au 2 plateaux zone sococe au sien d’un secteur accessible sécurisé bitumé calme avec: -1 grand séjour lumineux avec salle à manger ???? -3 grandes chambres lumineuses autonomes lumineuses avec de belles salles de bains ???? -belle grande cuisine ????‍???? européenne avec buanderie -de baies vitrées coulissantes avec balcons vitrés -toilette visiteurs ???? -parking interne -sécurité 24h /7j  ????loyer: 1.000.000
Location appartement 5 pièces - 2 Plateaux,100 000 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",120 m2 m2,Appartements,5,2,2024-08-26 09:34:24,AVI Ulrich,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-2-plateaux-4904048,"En vente au 2 plateaux sococe ou hyperlarche u . un appartement  de 5 p , soit 4 chambres eclaires aere dont la principale autonome au 2 ele etage .  acces facile cadre verdoyant. proximite des commerces ... le prix est reviseable visite sur rdv  me contacter"
Location appartement 3pièces - Abidjan,650 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",85 m2 m2,Appartements,3,2,2024-08-26 09:34:36,Diarrassouba Vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-3pieces-abidjan-4893095,Plateau centre appartement de 03 pièces en location au 2e étage prix: 650.000f/mois
Location appartement 4pièces -  Abidjan,1 500 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",150 m2 m2,Appartements,4,4,2024-08-26 09:34:47,Diarrassouba Vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-4pieces-abidjan-4864148,"Bel appartement marbré au rez-de-chaussée 3 pièces avec cour arrière ( 2 chambres+1 grand séjour) avec salle à manger)+ 1e cour arrière.  dans un bel immeuble sécurisé avec parking interne, 2 courts de tennis ,piscine, ascenseur, climatisation.  à abidjan plateau indénié.   habitation ou bureaux   loyers mensuels : sans les meubles  1 300 000 fcfa.   avec des meubles 1 500 000"
Location appartement 4pièces - Cocody 2 Plateaux les Vallons,2 000 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",150 m2 m2,Appartements,4,4,2024-08-26 09:35:00,Diarrassouba Vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-4pieces-cocody-2-plateaux-les-vallons-4907183,"Location apparts 2plateaux vallon   à louer,  aux 2plateaux vallon un appartement luxueux de 4 pièces avec toutes les commodités requises (...)  loyer: 2,000,000 xof"
Location appartement 3pièces -  Cocody 2 Plateaux les Vallons,500 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",85 m2 m2,Appartements,3,3,2024-08-26 09:35:12,Diarrassouba Vakantie,https://ci.coinafrique.com/annonce/appartements/location-appartement-3pieces-cocody-2-plateaux-les-vallons-4883142,A louer  appart f3 au 3e étage avec ascenseur.  2plateaux vallons commissariat 12ème arrdmt  2 chambres autonomes  1cuisine +buanderie  parking interne sécurité h24  loyer 500.000cfa
