title,price,localisation,superficie,type d'immobilier,nb_pieces,nb_salle_de_bain,scraping_date,annonceur,link,description
Location appartement 4 pièces - Riviera 3,700 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",,Appartements,4,3,2024-06-21 14:11:03,Maxime Shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-3-4723786,"Offre de location   cocody - riviera 3   mise en location  de  bel appartement de standing 4 pièces dans une zone calme et résidentielle.  composition du bien :  - 02 chambres spacieuses et autonomes avec  balcons -une salle à manger  - un grand bureau  - ⁠01 salle d'eau visiteurs, - ⁠01 séjour spacieux, aéré et lumineux, - ⁠01 grand balcon, - ⁠01 buanderie, - ⁠01 cuisine moderne. - ⁠climatisation et chauffe eaux installes   loyer mensuel: *3 pièces : 700.000fr/mois* *condition : 5 mois*"
Location appartement 5 pièces - Riviera 3,800 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",,Appartements,5,5,2024-06-21 14:11:11,Maxime Shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-riviera-3-4723793,"Offre de location   cocody - riviera 3   mise en location  de  bel appartement de standing 5 pièces dans une zone calme et résidentielle.  composition du bien :  - 03 chambres spacieuses et autonomes avec  balcons -une salle à manger  - un grand bureau  - ⁠01 salle d'eau visiteurs, - ⁠01 séjour spacieux, aéré et lumineux, - ⁠01 grand balcon, - ⁠01 buanderie, - ⁠01 cuisine moderne. - ⁠climatisation et chauffe eaux installes   loyer mensuel: *5 pièces : 800.000fr/mois* *condition : 5 mois*"
Location appartement 4 pièces - Cocody Danga,2 500 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",200 m2 m2,Appartements,4,3,2024-06-21 14:11:20,Tra Yohann,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-danga-4730765,"Somptueux appartement meublé  de 4 pièces à louer au 5ème étage d'une résidence haut standing sis à cocody danga ,     _3 chambres climatisées dont une non indépendante , toutes commodités comprises  _ toilette visiteur _une piscine commune _une cuisine moderne avec des équipements de marques et son balcon _une buanderie avec machine à laver _un séjour spacieux et luxueux avec balcon  donnant une vue sensationnelle _wifi abord _une télévision centrale smart,wifi , nexflix et chaînes câblées intégrés  _une femme de ménage _un chauffe eau   loyer:-2.500.000 toutes charges comprises réf regne immo"
Location appartement 3 pièces - Plateau,800 000 CFA,"Le plateau, Abidjan, Côte d'Ivoire",100 m2,Appartements,3,3,2024-06-21 14:11:28,Esse assoa Stanislas,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-plateau-4723899,"Location d'un très bel appartement de 3 pièces composé de 2 grandes chambres autonomes,un grand salon,une salle á manger,splits et chauffeau installés,un grand balcon,wc visiteurs,un ascenseur au plateau"
Location appartement 4 pièces - Riviera 3,800 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",,Appartements,4,4,2024-06-21 14:11:36,Maxime Shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-3-4723774,"Offre de location   cocody - riviera 3  mise en location  de  bel appartement de standing 4 pièces dans une zone calme et résidentielle.  composition du bien :  - 03 chambres spacieuses et autonomes avec  balcons -une salle à manger  - ⁠01 salle d'eau visiteurs, - ⁠01 séjour spacieux, aéré et lumineux, - un grand bureau  - ⁠01 grand balcon, - ⁠01 buanderie, - ⁠01 cuisine moderne. - ⁠climatisation et chauffe eaux installes   loyer mensuel: *4 pièces : 800.000fr/mois* *condition : 5 mois*"
Location appartement 3 pièces - Riviera 3,700 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",,Appartements,3,3,2024-06-21 14:11:44,Maxime Shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-riviera-3-4723777,"Offre de location   cocody - riviera 3   mise en location  de  bel appartement de standing 3  pièces dans une zone calme et résidentielle.  composition du bien :  - 02 chambres spacieuses et autonomes avec  balcons -une salle à manger  - ⁠01 salle d'eau visiteurs, - ⁠01 séjour spacieux, aéré et lumineux, - un grand bureau  - ⁠01 grand balcon, - ⁠01 buanderie, - ⁠01 cuisine moderne. - ⁠climatisation et chauffe eaux installes   loyer mensuel: *3 pièces : 700.000fr/mois* *condition : 5 mois*"
Location appartement 4 pièces - Riviera 3,800 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",,Appartements,4,4,2024-06-21 14:11:53,Maxime Shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-3-4723772,"Offre de location cocody - riviera 3   mise en location  de  bel appartement de standing 4 pièces dans une zone calme et résidentielle.  composition du bien :  - 03 chambres spacieuses et autonomes avec  balcons -une salle à manger  - ⁠01 salle d'eau visiteurs, - ⁠01 séjour spacieux, aéré et lumineux, - un grand bureau  - ⁠01 grand balcon, - ⁠01 buanderie, - ⁠01 cuisine moderne. - ⁠climatisation et chauffe eaux installes   loyer mensuel: *4 pièces : 800.000fr/mois* *condition : 5 mois*"
Location appartement 4 pieces avec parking,275 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",105 m2 m2,Appartements,3,3,2024-06-21 14:12:01,Kouadio Yao Arnaud,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-avec-parking-4774140,"2 appartements de pièces très spacieux  au rez-de-chaussée ,nouvelle construction,avec:  -- une terrasse avant -- un grand salon -- 2 chambres autonomes -- une grande  cuisine  -- une buanderie  -- un WC visiteurs  -- garage et un espace de 200 m2,pouvant servir d'air de jeux,détente ou même un parking de plusieurs véhicules  Nb: le loyer n' est pas révisable . **visite sur rdv ferme."
Location appartement 3 pièces - Cocody Faya Jules Verne,300 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",150 m2,Appartements,3,3,2024-06-21 14:12:10,Ngoran Mario,https://ci.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cocody-faya-jules-verne-4722521,Cocody faya jules verne   location d'un appartement de 3 pieces au 1er étage avec 3 douches un balcon  avec parking interne   loyer : 300 mille  visite possible avec les frais
Location appartement 4 pièces - Riviera M'badon,1 400 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",,Appartements,4,4,2024-06-21 14:12:19,Maxime Shep,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-riviera-mbadon-4723411,"Location  zone:riviera m'badon  location d’un appartement 04 pièces composé comme suite : - séjour /salle à manger  avec baie vitrée aéré  - ⁠01 cuisine équipée  - ⁠03 chambres autonomes         - ⁠un wc visiteur  - une buanderie  *commodité* -chauffe eau  - climatisation  - ⁠caméra de surveillance  - ⁠interfone  - ⁠sécurité h24  - ⁠parking interne  - ⁠ascenseur  - escalier  - piscine  loyer:1,4 millions /mois"
