title,price,localisation,superficie,type d'immobilier,nb_pieces,nb_salle_de_bain,scraping_date,annonceur,link,description
Location appartement standing 3 pièces à Cocody Riviera 9 kilos,650 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",,Appartements,3,3,2024-06-21 09:43:44,Miss Kouassi La responsable Co,https://ci.coinafrique.com/annonce/appartements/location-appartement-standing-3-pieces-a-cocody-riviera-9-kilos-4800789,"Riviera 9 kilos  bel appartement neuf de standing (3 pièces) disponible pour location à cocody riviera 9 kilos avec :  ascenseur, salon aéré, lumineux et spacieux, grand balcon, large baie vitrée, chambres spacieuses et autonomes parking souterrain, cuisine, buanderie...  loyer : 650.000 xof / 700.000 xof"
Location appartements 2 pièces - Cocody,230 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",130 m2,Appartements,2,3,2024-06-21 09:43:52,JCA-IMMOBILIER,https://ci.coinafrique.com/annonce/appartements/location-appartements-2-pieces-cocody-4796097,#jca-groupimmo loue plusieurs appartements ????3pieces et 2pieces???? haut standing lumineux biens staffés. des appartements sont disponibles du rez de chaussée jusqu’au 3ème étage.      ⚠️sise: entre le chu d’angré et le feu de la cité sir.             ✳️commodité    ✅des chambres autonomes    ✅grand salon lumineux    ✅grande cuisine    ✅grand balcon    ✅wc visiteur    ✅caméra de surveillance    ✅service de sécurité    ✅service de nettoyage du bâtiment    ✅interphones☎️   ✅chaud eaux    ✅parking intérieur????️              ✳️#loyer : 2pieces : 230.000xof                                  3pieces : 370.000xof
Location appartement 5 pièces - Riviera Golf,1 000 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",5 m2 m2,Appartements,5,5,2024-06-21 09:44:01,KAMF IMMOBILIER,https://ci.coinafrique.com/annonce/appartements/location-appartement-5-pieces-riviera-golf-4799044,Location  riviera golf les elias un appartement de bon standing de 5 pièces aux 2ème étage prêt habité  loyer : 1 millions
Location d'appartement de 4 pieces au rez-de-chaussée,450 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",,Appartements,4,4,2024-06-21 09:44:09,2A IMMOBILIER,https://ci.coinafrique.com/annonce/appartements/location-dappartement-de-4-pieces-au-rez-de-chaussee-4800234,2A immobilier (450000fx5) Nous mettons en location un très beau appartement haut standing  à la riviera faya précisément derrière la cité Laurier 15  Avec  ■Un grand salon  ■Une salle à manger  ■3 chambres  ■3 salles d'eau  ■Une petite chambre arrière autonome  ■Baignoire avec de grand placard dans la chambre principale  ■Une grande chambre autonome ■Une grande cour arrière  ■Baies vitrées  ■Chauffe eau  》《Loyer mensuel 450000fx5    Contact 01 02 49 41 65 WhatsApp                  05 96 58 51 64                  0705470905 Droit de visite 5000f
Location appartements 4 pièces - Cocody 2 Plateaux vallon sainte cécile,1 800 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",,Appartements,4,4,2024-06-21 09:44:19,Maxime Shep,https://ci.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cocody-2-plateaux-vallon-sainte-cecile-4798883,"Location - deux plateaux - vallon   d’un appartement de 4 pièces de haut standing avec piscine, parking interne.  composé de : - 01 séjour très spacieux avec des baies vitrées offrant une vue agréable sur la piscine. - 03 chambres lumineuses autonomes  - 01 cuisine entièrement équipée  - 01 buanderie avec deux (02) machines dont une à laver et à sécher. 1 salle à manger  des toilettes visiteurs  - 01 terrasse.  commodités : - splits installés - 28 caméras de surveillance  - ⁠01 groupe électrogène  - sécurité 24h/24 - 2 machines dont une à laver et l’autre à sécher. - une piscine  loyer mensuel : 1,800,000 xof y compris l’eau et le gaz butane."
Location appartement  - Angré 8 ème tranche,700 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",4 m2 m2,Appartements,4,4,2024-06-21 09:44:27,KAMF IMMOBILIER,https://ci.coinafrique.com/annonce/appartements/location-appartement-angre-8-eme-tranche-4795823,"À louer,angré 8 ème tranche.  un appartement de 04 pièces dont 3 chambres autonomes,un toilette visiteur,situé dans une cité sécurisée avec piscine,terrain en son seins.  loyer: 700.000  le propriétaire vend aussi les meubles."
location appartements 4 pièces - Marcory,700 000 CFA,"Marcory, Abidjan, Côte d'Ivoire",200 m2,Appartements,4,3,2024-06-21 09:44:37,Constant Obouyo,https://ci.coinafrique.com/annonce/appartements/location-appartements-4-pieces-marcory-4790846,nous disposons appartement de 4 pièces. à la rue lumière 700 mil au  4 iem  étage. et un appartement de 2 pièces à 500 mil rue du canal. à 500 mil contacter nous urgemment pour les appartements
Location appartements 3 pièces - Cocody Angre 9 eme tranche cgk,300 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",130 m2,Appartements,3,3,2024-06-21 09:44:45,Kouame Samuel,https://ci.coinafrique.com/annonce/appartements/location-appartements-3-pieces-cocody-angre-9-eme-tranche-cgk-4779021,appartement de 03 pièces disponibles dans le quartier de l'immeuble cgk.  loyer : *300 000f* conditions : *5 mois + frais de dossier à 75 000*  *commodités :* - 2 chambres autonomes - 1 grand salon - 1 cuisine - balcon - toilette visiteur  *appartement au 1er et 3ème étage.*
Location appartement 4 pièces - Cocody 2 Plateaux Vallon,1 900 000 CFA,"Cocody, Abidjan, Côte d'Ivoire",210 m2,Appartements,4,4,2024-06-21 09:44:55,Kouame Samuel,https://ci.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cocody-2-plateaux-vallon-4757956,"#location  #vallon  #2plateauxvallon  à louer : appartement de 04 pièces - ii plateaux, vallon   appartement t4 avec des prestations haute de gamme, de grandes pièces et lumineuses   - 01 grand séjour  - 03 chambres spacieuses avec dressing - 01 cuisine équipée - 01 toilette visiteur  - 01 buanderie   commodités :  - splits et chauffe-eau installés - ﻿jardin  - ﻿﻿piscine - ﻿﻿parking  - machine à linge + machine à sécher  nb: groupe électrogène  facture d'eau et gaz compris dans le loyer   loyer 1.9 millions   visite sur rdv ferme"
Location appartements 4 pièces - Le plateau,1 300 000 CFA,"Le plateau, Abidjan, Côte d'Ivoire",,Appartements,4,3,2024-06-21 09:45:03,Mam Conseil Immobilier,https://ci.coinafrique.com/annonce/appartements/location-appartements-4-pieces-le-plateau-4790363,environnement : immeuble r+3 neufs et moderne situé à l’entrée de la ville de grand bassam en bordure de voie en face du complexe fourchette de rose  bien propose : 7 appartements repartis comme suit : -6 appartements de 4 pièces -1 appartement de 5 pièces  prestations annexes : – salle de sport – piscine   plus d'informations : https://mam-conseil.com/properties/location-appartements-45-pieces-grand-bassam/
